x-axis,1,2
second,Volt,Volt
+13.2500E-09,+196.8319702537E-03,-196.9770707547E-03
+14.0313E-09,+208.5706635953E-03,-204.6956636368E-03
+14.8125E-09,+212.1887540088E-03,-212.7358645557E-03
+15.5938E-09,+216.9023217975E-03,-213.0574725925E-03
+16.3750E-09,+224.8118694515E-03,-216.9167690336E-03
+17.1563E-09,+228.9927739293E-03,-220.9368694930E-03
+17.9375E-09,+233.2540804164E-03,-221.0976735114E-03
+18.7188E-09,+237.0430250994E-03,-228.8162663936E-03
+19.5000E-09,+241.0530753077E-03,-229.1378744303E-03
+20.2813E-09,+248.9324722083E-03,-229.1378744303E-03
+21.0625E-09,+256.9726731272E-03,-229.1378744303E-03
+21.8438E-09,+258.9827233569E-03,-229.1378744303E-03
+22.6250E-09,+261.2239293630E-03,-232.9971708714E-03
+23.4063E-09,+265.1736780645E-03,-233.1579748898E-03
+24.1875E-09,+269.1937785239E-03,-233.1579748898E-03
+24.9688E-09,+269.3545825423E-03,-233.1579748898E-03
+25.7500E-09,+269.3545825423E-03,-237.0172713308E-03
+26.5313E-09,+273.2138789834E-03,-233.3187789081E-03
+27.3125E-09,+277.2339794428E-03,-234.8464170827E-03
+28.0938E-09,+277.3947834612E-03,-237.0876230889E-03
+28.8750E-09,+279.0832256542E-03,-233.3187789081E-03
+29.6562E-09,+281.3244316603E-03,-229.2986784487E-03
+30.4375E-09,+277.5555874796E-03,-229.1378744303E-03
+31.2188E-09,+281.2540799023E-03,-229.1378744303E-03
+32.0000E-09,+281.4148839207E-03,-225.2785779892E-03
+32.7812E-09,+279.7264417277E-03,-225.1177739709E-03
+33.5625E-09,+277.4852357215E-03,-221.2584775298E-03
+34.3437E-09,+277.3947834612E-03,-217.7207891255E-03
+35.1250E-09,+277.3947834612E-03,-213.2383771132E-03
+35.9062E-09,+277.3947834612E-03,-209.1981761514E-03
+36.6875E-09,+277.3947834612E-03,-205.1780756919E-03
+37.4687E-09,+273.5354870201E-03,-202.8464174255E-03
+38.2500E-09,+265.6560901196E-03,-201.0675229722E-03
+39.0312E-09,+261.4751856418E-03,-200.9971712141E-03
+39.8125E-09,+259.6259394304E-03,-189.4192818909E-03
+40.5937E-09,+257.3847334243E-03,-181.2182769536E-03
+41.3750E-09,+249.5756882818E-03,-180.8966689168E-03
+42.1562E-09,+245.3947838039E-03,-180.8966689168E-03
+42.9375E-09,+243.0631255374E-03,-173.1780760347E-03
+43.7187E-09,+241.2842310841E-03,-165.1378751158E-03
+44.5000E-09,+233.4952864439E-03,-153.2383777558E-03
+45.2812E-09,+225.4550855250E-03,-151.3087295352E-03
+46.0625E-09,+213.5555881650E-03,-148.8363677527E-03
+46.8437E-09,+213.0731761099E-03,-141.0172723590E-03
+47.6250E-09,+213.0731761099E-03,-132.9770714401E-03
+48.4062E-09,+201.4952867867E-03,-126.6253127142E-03
+49.1875E-09,+193.2942818494E-03,-120.8263178014E-03
+49.9687E-09,+185.9776990132E-03,-112.8765691428E-03
+50.7500E-09,+181.1033272061E-03,-100.9770717828E-03
+51.5312E-09,+173.1937795521E-03,-92.7760668455E-03
+52.3125E-09,+165.1535786332E-03,-89.3187804504E-03
+53.0937E-09,+153.2540812732E-03,-84.6052126617E-03
+53.8750E-09,+148.9123727770E-03,-76.6956650077E-03
+54.6562E-09,+144.8922723175E-03,-68.6554640888E-03
+55.4375E-09,+137.0128754170E-03,-62.0624993353E-03
+56.2187E-09,+125.1133780570E-03,-56.4946601990E-03
+57.0000E-09,+109.1937802375E-03,-44.6956653504E-03
+57.7812E-09,+105.4148858057E-03,-36.4946604132E-03
+58.5625E-09,+100.7013180169E-03,-24.5951630532E-03
+59.3437E-09,+88.9324739219E-03,-20.7358666121E-03
+60.1250E-09,+80.7314689846E-03,-16.2534545998E-03
+60.9062E-09,+74.1385042311E-03,-4.4946607559E-03
+61.6875E-09,+68.5706650947E-03,+3.7063441814E-03
+62.4687E-09,+52.9123738052E-03,+8.3696607144E-03
+63.2500E-09,+40.6912684084E-03,+11.9274496210E-03
+64.0313E-09,+28.6309670300E-03,+23.6460424603E-03
+64.8125E-09,+23.0832283960E-03,+35.7063438387E-03
+65.5938E-09,+16.3596103775E-03,+40.0480523349E-03
+66.3750E-09,+4.5103642733E-03,+47.6862432079E-03
+67.1563E-09,-7.5499371051E-03,+55.9575999032E-03
+67.9375E-09,-14.5449119045E-03,+64.0078510733E-03
+68.7188E-09,-19.8815952645E-03,+75.9073484332E-03
+69.5000E-09,-35.5298363029E-03,+84.1083533705E-03
+70.2813E-09,-43.8916452586E-03,+87.3244337381E-03
+71.0625E-09,-55.7911426185E-03,+92.2691573032E-03
+71.8438E-09,-61.8212933077E-03,+100.1887552084E-03
+72.6250E-09,-68.0825997733E-03,+112.0882525684E-03
+73.4063E-09,-79.9117453753E-03,+116.4299610646E-03
+74.1875E-09,-95.8313431947E-03,+120.4500615240E-03
+74.9688E-09,-103.4695340677E-03,+128.3294584246E-03
+75.7500E-09,-108.3439058748E-03,+136.3696593435E-03
+76.5313E-09,-116.2534535288E-03,+148.2691567035E-03
+77.3125E-09,-128.1529508888E-03,+150.1988049240E-03
+78.0938E-09,-140.2132522671E-03,+152.6711667066E-03
+78.8750E-09,-142.6253125428E-03,+160.4902621002E-03
+79.6563E-09,-144.6353627725E-03,+168.5304630191E-03
